event_id,event_name,event_type,duration,start_date,end_date,event_creater,rating
1001043,Kobus defassa,Movie,94,2022-10-24,2025-08-07,1004550,2.6
1001044,unavailable,Concert,256,2016-06-26,2024-10-01,1003590,3.2
1001045,Pycnonotus nigricans,Movie,273,2020-12-22,2025-08-25,1003686,1.2
1001046,unavailable,Stand-up,114,2018-12-08,2023-10-15,1002889,2.6
1001047,Ramphastos tucanus,Concert,117,2019-09-01,2024-05-10,1004785,4.8
1001048,Oxybelis fulgidus,Concert,135,2022-02-10,2025-03-07,1004374,1.0
1001049,Crotalus cerastes,Concert,295,2017-08-05,2023-06-14,1001654,4.4
1001050,Uraeginthus angolensis,Concert,203,2020-11-28,2024-08-24,1004297,4.6
1001051,Canis mesomelas,Movie,30,2017-05-12,2025-11-16,1001589,4.7
1001052,Sula nebouxii,Concert,139,2020-07-22,2024-06-03,1001123,1.4
1001053,Bubalus arnee,Movie,138,2017-11-27,2024-01-02,1000526,4.4
1001054,Anastomus oscitans,Concert,227,2023-05-02,2025-11-19,1004659,1.5
1001055,Meleagris gallopavo,Concert,147,2019-04-11,2025-07-31,1004625,3.3
1001056,Eumetopias jubatus,Concert,32,2023-02-18,2023-11-24,1003474,1.5
1001057,Paradoxurus hermaphroditus,Play,221,2017-09-03,2024-07-08,1000083,2.4
1001058,Ploceus intermedius,Movie,218,2019-10-18,2023-12-08,1003326,3.1
1001059,Cacatua tenuirostris,Stand-up,231,2019-05-27,2024-06-30,1002696,1.9
1001060,Kobus defassa,Movie,208,2018-05-14,2025-01-21,1000912,2.6
1001061,Zosterops pallidus,Concert,85,2017-07-02,2023-12-13,1004417,1.8
1001062,Crotalus cerastes,Concert,189,2017-06-20,2024-09-22,1001268,2.1
1001063,Lamprotornis nitens,Play,216,2016-07-01,2024-04-25,1002390,2.0
1001064,Cordylus giganteus,Play,123,2019-01-01,2025-11-25,1004827,1.6
1001065,Centrocercus urophasianus,Movie,212,2019-08-11,2025-08-29,1004956,1.4
1001066,Alligator mississippiensis,Stand-up,209,2023-03-15,2023-06-10,1001626,2.3
1001067,Sarkidornis melanotos,Play,166,2023-08-15,2024-10-05,1004441,3.9
1001068,Numida meleagris,Movie,48,2021-01-06,2025-06-12,1004261,3.7
1001069,Acrobates pygmaeus,Movie,108,2016-08-17,2025-04-30,1001723,2.2
1001070,Oncorhynchus nerka,Concert,109,2020-06-01,2024-12-16,1001549,4.5
1001071,Phoenicopterus ruber,Stand-up,75,2017-09-07,2025-11-06,1001700,4.5
1001073,Pycnonotus nigricans,Stand-up,30,2022-10-07,2024-07-09,1001434,2.7
1001074,Canis aureus,Stand-up,64,2020-09-29,2025-08-14,1002942,1.3
1001075,Tragelaphus angasi,Play,152,2018-01-30,2024-08-13,1000398,1.5
1001076,Manouria emys,Concert,239,2022-01-03,2023-08-31,1000480,1.6
1001077,Phalaropus fulicarius,Stand-up,122,2017-04-25,2025-10-10,1004642,3.6
1001078,Castor fiber,Concert,230,2023-09-25,2025-06-21,1004241,4.9
1001079,Cacatua galerita,Concert,256,2018-02-03,2025-02-19,1000808,3.4
1001080,Cabassous sp.,Stand-up,105,2016-09-16,2024-02-24,1002704,1.8
1001081,Vanessa indica,Play,110,2023-08-30,2023-11-23,1003225,1.3
1001082,Cervus elaphus,Concert,103,2021-12-15,2023-10-15,1002648,2.8
1001083,Ara macao,Movie,34,2018-10-16,2024-02-25,1001740,4.5
1001084,Ephippiorhynchus mycteria,Concert,280,2021-11-08,2024-11-27,1001928,3.3
1001085,Hystrix cristata,Stand-up,125,2018-10-20,2025-02-28,1000121,3.4
1001086,Carduelis pinus,Play,207,2016-03-18,2024-11-15,1003630,4.9
1001087,Eolophus roseicapillus,Stand-up,201,2020-05-04,2024-08-27,1002524,2.4
1001088,Bison bison,Movie,258,2021-01-11,2024-12-15,1002469,4.4
1001089,Bassariscus astutus,Stand-up,260,2020-12-25,2023-11-13,1001125,3.1
1001090,Threskionis aethiopicus,Movie,162,2022-08-23,2025-10-23,1002443,4.6
1001091,Naja sp.,Movie,139,2017-08-16,2023-10-14,1002901,1.1
1001092,Callipepla gambelii,Movie,183,2019-05-07,2023-06-29,1001859,1.9
1001093,Ara ararauna,Movie,267,2021-09-19,2024-09-18,1000795,3.6
1001094,Phoeniconaias minor,Play,200,2021-11-14,2024-03-16,1003759,4.4
1001095,Oryx gazella,Play,44,2015-12-08,2025-05-23,1001798,4.2
1001096,Actophilornis africanus,Concert,219,2018-06-04,2025-03-18,1003588,4.5
1001097,Isoodon obesulus,Concert,82,2018-10-25,2024-07-29,1001819,1.8
1001098,Kobus defassa,Play,71,2022-02-27,2023-11-04,1003658,4.5
1001099,Spermophilus parryii,Movie,30,2018-05-30,2023-10-14,1004190,3.9
1001100,Pteronura brasiliensis,Movie,258,2016-03-07,2025-06-20,1001186,2.0
1001101,Irania gutteralis,Concert,138,2019-06-01,2024-04-20,1002121,2.7
1001102,Lorythaixoides concolor,Stand-up,175,2023-10-01,2024-12-05,1004144,2.9
1001103,Macropus rufogriseus,Stand-up,116,2017-10-14,2024-07-15,1000385,4.5
1001104,Oryx gazella,Concert,171,2022-11-19,2025-01-05,1002324,2.5
1001105,Tadorna tadorna,Movie,69,2019-11-18,2025-05-22,1000616,3.1
1001106,Merops nubicus,Concert,148,2022-11-22,2025-03-06,1003237,1.8
1001107,Trichosurus vulpecula,Stand-up,104,2016-08-01,2023-11-11,1000727,2.0
1001108,Dicrostonyx groenlandicus,Concert,52,2023-05-07,2025-03-08,1002806,2.3
1001109,Potamochoerus porcus,Concert,129,2022-11-17,2025-11-05,1004624,2.1
1001110,Aegypius tracheliotus,Movie,35,2016-03-30,2024-06-01,1003500,3.8
1001111,Felis silvestris lybica,Concert,259,2023-03-09,2025-02-02,1004204,4.5
1001112,Tursiops truncatus,Movie,259,2017-06-24,2023-11-13,1004314,4.3
1001113,Sus scrofa,Play,87,2022-10-30,2024-12-10,1004154,5.0
1001114,Mustela nigripes,Concert,111,2023-03-05,2025-02-14,1002959,1.8
1001115,Bradypus tridactylus,Movie,166,2019-04-05,2023-12-17,1001443,3.7
1001116,Gopherus agassizii,Movie,248,2016-01-01,2023-12-08,1003189,1.9
1001117,Graspus graspus,Concert,228,2017-07-24,2023-08-15,1002405,2.4
1001118,Aegypius tracheliotus,Stand-up,281,2022-09-01,2025-10-11,1004262,1.0
1001119,Geochelone elegans,Movie,225,2020-05-16,2023-08-01,1003833,1.4
1001120,Mirounga leonina,Concert,258,2017-02-22,2023-08-22,1004382,4.5
1001121,Panthera tigris,Stand-up,147,2017-06-04,2025-10-17,1001477,5.0
1001122,Nectarinia chalybea,Play,150,2022-01-18,2023-08-28,1003701,2.9
1001123,Cacatua tenuirostris,Stand-up,173,2021-03-11,2025-03-18,1002820,1.6
1001124,Uraeginthus granatina,Movie,71,2021-02-23,2024-01-20,1004118,2.7
1001125,Rangifer tarandus,Concert,208,2020-04-30,2023-09-01,1003790,1.3
1001126,Leprocaulinus vipera,Movie,210,2016-11-22,2023-10-16,1000661,4.0
1001127,Phalaropus fulicarius,Concert,240,2022-10-03,2024-12-05,1002066,1.5
1001128,Phalacrocorax brasilianus,Concert,142,2023-07-29,2025-01-26,1004227,2.9
1001129,Paradoxurus hermaphroditus,Concert,243,2021-05-31,2024-07-15,1000553,4.9
1001130,Sitta canadensis,Play,151,2019-02-27,2025-01-01,1002395,4.4
1001131,Ninox superciliaris,Concert,141,2017-05-13,2025-05-20,1004308,4.5
1001132,Tiliqua scincoides,Play,268,2020-01-14,2024-09-09,1003963,2.2
1001133,Myotis lucifugus,Stand-up,243,2020-06-14,2025-02-26,1003199,4.0
1001134,Phascogale tapoatafa,Stand-up,270,2020-04-05,2023-11-27,1002252,3.4
1001135,Lemur catta,Stand-up,109,2019-12-20,2024-04-04,1002062,1.9
1001136,Macropus eugenii,Stand-up,188,2022-11-30,2023-11-09,1004198,2.1
1001137,Pelecans onocratalus,Movie,106,2021-03-13,2024-03-07,1004772,1.9
1001138,Pelecans onocratalus,Concert,233,2023-02-12,2025-01-02,1004303,4.6
1001139,Sarkidornis melanotos,Play,57,2017-01-20,2025-06-17,1002172,2.4
1001140,Mustela nigripes,Movie,265,2019-08-16,2024-09-28,1003541,3.8
1001141,Paraxerus cepapi,Movie,181,2017-10-31,2024-12-29,1000586,2.0
1001142,Myotis lucifugus,Stand-up,56,2021-11-10,2025-05-20,1000831,1.4
1001143,Oncorhynchus nerka,Stand-up,263,2020-09-19,2025-09-29,1000260,1.9
1001144,Platalea leucordia,Movie,79,2016-04-08,2025-06-24,1004489,3.4
1001145,Canis aureus,Movie,198,2016-08-21,2024-11-09,1004236,3.0
1001146,Kobus defassa,Play,201,2017-09-02,2025-11-21,1004795,4.2
1001147,Macropus rufogriseus,Stand-up,145,2020-04-21,2024-01-24,1001005,4.2
1001148,Dromaeus novaehollandiae,Play,62,2021-06-30,2025-02-22,1000071,1.8
1001149,Centrocercus urophasianus,Movie,47,2021-10-20,2023-10-06,1001215,3.5
1001150,Aegypius tracheliotus,Play,146,2016-11-16,2025-11-25,1001931,4.7
1001151,Felis wiedi or Leopardus weidi,Movie,218,2016-10-03,2025-07-08,1003643,4.7
1001152,Grus rubicundus,Movie,178,2019-05-21,2024-01-16,1001146,4.1
1001153,Sciurus vulgaris,Concert,255,2020-06-12,2025-11-12,1003909,3.4
1001154,Hymenolaimus malacorhynchus,Stand-up,89,2020-08-21,2024-09-08,1002551,3.4
1001155,Acrobates pygmaeus,Movie,50,2021-05-04,2025-06-17,1000648,3.4
1001156,Coluber constrictor foxii,Concert,143,2016-02-17,2025-03-12,1000673,2.8
1001157,Gekko gecko,Play,248,2021-03-01,2024-12-30,1004089,4.4
1001158,Phoca vitulina,Movie,56,2021-04-27,2023-09-07,1000657,3.1
1001159,Xerus sp.,Play,107,2022-07-20,2025-04-11,1000700,1.4
1001160,Genetta genetta,Movie,123,2016-11-24,2024-01-19,1003243,4.7
1001161,Pteropus rufus,Concert,270,2017-10-28,2023-10-25,1002722,2.4
1001162,Sciurus vulgaris,Movie,43,2020-06-15,2023-11-25,1001246,3.2
1001163,Ninox superciliaris,Stand-up,33,2017-04-14,2023-06-17,1000044,2.3
1001164,Papio ursinus,Concert,52,2022-01-24,2024-11-12,1004736,4.0
1001165,Gabianus pacificus,Stand-up,286,2019-02-16,2024-05-29,1002465,3.4
1001166,Buteo galapagoensis,Concert,40,2020-07-10,2025-05-24,1002860,1.2
1001167,Vulpes cinereoargenteus,Stand-up,37,2017-12-13,2025-05-13,1004964,3.7
1001168,Ardea cinerea,Movie,76,2018-08-29,2024-12-03,1003763,4.2
1001169,Anastomus oscitans,Movie,154,2017-01-24,2025-04-19,1003056,1.1
1001170,Lorythaixoides concolor,Movie,81,2022-10-23,2025-09-09,1003104,3.3
1001171,Speotyte cuniculata,Stand-up,31,2019-07-03,2024-05-16,1002109,3.6
1001172,Cercopithecus aethiops,Stand-up,295,2019-03-09,2023-06-08,1004975,3.1
1001173,Lasiodora parahybana,Play,120,2022-12-06,2025-02-20,1002189,3.0
1001174,Laniaurius atrococcineus,Concert,183,2017-01-29,2024-04-07,1002223,4.2
1001175,Vulpes cinereoargenteus,Stand-up,210,2021-10-30,2023-10-12,1001553,3.1
1001176,Phasianus colchicus,Play,258,2018-07-29,2024-07-15,1002720,3.4
1001177,Castor fiber,Play,261,2021-06-13,2024-08-14,1001995,1.8
1001178,Macropus fuliginosus,Play,127,2020-11-19,2024-10-22,1000998,3.0
1001179,Microcavia australis,Stand-up,171,2022-09-16,2025-03-19,1002644,2.9
1001180,Zenaida galapagoensis,Play,163,2022-11-14,2025-03-14,1004579,3.3
1001181,Equus burchelli,Movie,188,2023-04-09,2023-10-12,1004141,3.1
1001182,Ratufa indica,Movie,167,2017-07-15,2023-10-19,1000220,2.1
1001183,Macropus rufus,Play,271,2015-12-26,2025-04-05,1001392,1.2
1001184,Alligator mississippiensis,Concert,166,2019-12-27,2024-01-21,1004447,1.6
1001185,Felis libyca,Stand-up,279,2019-12-27,2024-07-29,1000210,2.9
1001186,Ciconia episcopus,Stand-up,42,2018-02-19,2025-07-14,1002236,1.8
1001187,Paroaria gularis,Movie,169,2021-05-23,2023-12-02,1000542,4.0
1001188,Trichosurus vulpecula,Play,244,2020-05-05,2024-08-26,1001164,3.6
1001189,Cervus elaphus,Stand-up,298,2023-03-26,2025-06-01,1002013,4.7
1001190,Cracticus nigroagularis,Stand-up,256,2020-07-12,2024-08-25,1002100,1.8
1001191,Alcelaphus buselaphus cokii,Concert,194,2018-02-23,2025-01-15,1004487,4.8
1001192,Ara ararauna,Play,244,2022-06-06,2025-01-02,1004329,2.4
1001193,Hymenolaimus malacorhynchus,Play,281,2022-04-01,2025-04-09,1002084,3.2
1001194,Cyrtodactylus louisiadensis,Concert,232,2017-02-22,2024-05-12,1003701,3.4
1001195,Francolinus coqui,Movie,172,2022-01-18,2023-12-23,1004875,4.4
1001196,Sagittarius serpentarius,Stand-up,85,2017-12-09,2024-01-31,1004563,4.4
1001197,Lamprotornis chalybaeus,Play,254,2019-01-05,2025-05-01,1001192,1.8
1001198,Dasyurus viverrinus,Movie,221,2023-03-30,2024-03-02,1002911,1.5
1001199,Cervus duvauceli,Stand-up,295,2017-02-12,2024-03-09,1000437,2.3
1001200,Trichosurus vulpecula,Movie,99,2016-06-25,2025-02-07,1004854,1.5
1001201,Tiliqua scincoides,Stand-up,142,2023-05-14,2024-07-19,1000004,1.5
1001202,Leptoptilus dubius,Movie,40,2020-03-06,2024-07-15,1004988,3.1
1001203,Dusicyon thous,Play,133,2016-03-08,2024-07-25,1004666,2.4
1001204,Felis caracal,Movie,214,2020-08-04,2024-10-03,1002189,1.2
1001205,Manouria emys,Concert,141,2016-04-24,2024-05-08,1000023,4.9
1001206,Cordylus giganteus,Play,102,2019-10-06,2025-01-26,1003355,2.0
1001207,Bison bison,Play,270,2019-01-10,2024-08-17,1001210,4.3
1001208,Psophia viridis,Stand-up,278,2022-01-29,2025-05-17,1001006,2.1
1001209,Phalacrocorax varius,Concert,211,2017-02-14,2023-09-06,1003071,4.0
1001210,Limosa haemastica,Stand-up,146,2016-12-16,2024-07-23,1001271,1.2
1001211,Acridotheres tristis,Play,144,2017-10-15,2025-03-07,1002979,2.8
1001212,Kobus defassa,Movie,74,2018-06-27,2025-04-20,1001920,3.1
1001213,Genetta genetta,Movie,36,2020-12-17,2023-07-11,1004865,4.6
1001214,Zosterops pallidus,Play,111,2020-12-08,2023-10-03,1000349,1.4
1001215,Ploceus rubiginosus,Concert,281,2016-07-29,2023-06-03,1004598,1.9
1001216,Canis aureus,Concert,204,2023-01-08,2024-04-01,1001816,1.8
1001217,Ninox superciliaris,Concert,195,2016-08-06,2025-02-02,1000305,3.3
1001218,Columba palumbus,Concert,141,2021-03-28,2025-03-20,1004066,4.2
1001219,Anas bahamensis,Play,226,2021-08-19,2024-10-08,1003819,1.8
1001220,Melursus ursinus,Movie,181,2019-02-05,2024-04-15,1002194,2.1
1001221,Macaca fuscata,Movie,76,2016-07-22,2023-06-21,1002534,2.6
1001222,Leipoa ocellata,Play,242,2017-02-05,2023-10-24,1000221,1.7
1001223,Phasianus colchicus,Concert,236,2020-12-02,2025-01-27,1004591,2.1
1001224,Isoodon obesulus,Concert,275,2022-03-19,2024-12-27,1001378,4.4
1001225,Ciconia episcopus,Movie,38,2017-04-11,2023-08-18,1003923,3.6
1001226,Aonyx capensis,Stand-up,156,2019-10-21,2025-04-10,1004014,1.2
1001227,Paraxerus cepapi,Movie,261,2021-11-21,2024-12-19,1003843,3.9
1001228,Axis axis,Concert,290,2021-06-12,2024-04-17,1004032,1.0
1001229,Hippotragus niger,Concert,194,2018-08-08,2025-11-06,1002267,4.0
1001230,Semnopithecus entellus,Movie,197,2023-08-28,2023-11-30,1000329,1.6
1001231,Aonyx cinerea,Movie,239,2017-12-20,2023-07-21,1003065,2.1
1001232,Eudyptula minor,Concert,163,2020-09-29,2025-03-19,1001222,2.0
1001233,Equus burchelli,Movie,250,2023-05-17,2023-12-13,1004577,4.2
1001234,Ciconia ciconia,Stand-up,105,2019-04-05,2025-11-08,1001189,1.4
1001235,Fulica cristata,Play,84,2017-01-05,2025-02-24,1001558,2.8
1001236,Colobus guerza,Stand-up,280,2017-08-15,2023-06-13,1004010,1.9
1001237,Cynictis penicillata,Stand-up,77,2017-03-13,2025-01-24,1002421,1.6
1001238,Kobus leche robertsi,Play,268,2017-04-03,2023-08-27,1002580,2.2
1001239,Geochelone elegans,Stand-up,190,2019-06-26,2023-12-30,1003521,2.1
1001240,Helogale undulata,Stand-up,237,2021-02-10,2023-08-05,1003199,2.7
1001241,Helogale undulata,Concert,209,2018-09-22,2025-07-10,1002431,1.9
1001242,Cracticus nigroagularis,Stand-up,134,2016-03-14,2025-01-06,1001577,4.6
1001243,Crotalus adamanteus,Stand-up,104,2017-11-14,2025-08-19,1003012,4.1
1001244,Ctenophorus ornatus,Concert,152,2022-09-12,2023-12-11,1002610,2.2
1001245,Tayassu tajacu,Movie,120,2022-09-21,2025-07-29,1000440,2.0
1001246,Camelus dromedarius,Concert,216,2021-02-28,2024-05-27,1003692,2.3
1001247,Geochelone radiata,Movie,294,2019-10-05,2024-03-10,1002685,2.8
1001248,Falco peregrinus,Movie,141,2017-11-16,2025-07-11,1001130,3.3
1001249,Lasiodora parahybana,Play,63,2017-02-20,2024-01-03,1002388,4.3
1001250,Trichosurus vulpecula,Stand-up,90,2019-06-14,2024-11-14,1003235,4.5
1001251,Carduelis uropygialis,Stand-up,261,2022-02-24,2024-05-30,1000327,4.4
1001252,Trichosurus vulpecula,Stand-up,282,2022-07-24,2023-12-05,1003998,2.6
1001253,Neophron percnopterus,Concert,262,2018-07-03,2025-03-22,1004912,1.2
1001254,Canis mesomelas,Concert,139,2020-07-22,2024-03-11,1004644,3.8
1001255,Bettongia penicillata,Concert,134,2023-07-08,2025-07-28,1002468,4.8
1001256,Felis silvestris lybica,Play,178,2021-06-13,2025-08-17,1001789,3.4
1001257,Pterocles gutturalis,Play,269,2018-04-26,2025-02-11,1003279,2.3
1001258,Chloephaga melanoptera,Play,74,2018-09-06,2024-01-11,1003578,4.6
1001259,Phalacrocorax carbo,Concert,300,2019-04-18,2025-11-06,1003396,3.3
1001260,Perameles nasuta,Concert,230,2018-08-10,2024-08-25,1004039,1.2
1001261,Hippotragus niger,Stand-up,204,2022-05-22,2023-12-15,1001785,4.0
1001262,Canis latrans,Play,193,2019-07-28,2025-03-27,1004307,1.3
1001263,Columba livia,Stand-up,277,2021-10-17,2025-07-21,1004213,2.2
1001264,Ploceus rubiginosus,Movie,121,2020-10-11,2023-08-11,1004626,3.5
1001265,Upupa epops,Movie,207,2022-09-19,2025-08-09,1004276,4.1
1001266,Sarkidornis melanotos,Play,237,2016-01-28,2025-06-04,1000400,3.5
1001267,Ephippiorhynchus mycteria,Play,50,2019-04-17,2025-11-21,1003697,1.8
1001268,Sarkidornis melanotos,Stand-up,220,2016-09-16,2024-04-27,1004003,3.5
1001269,Phalacrocorax albiventer,Stand-up,31,2023-04-22,2023-11-28,1001519,2.1
1001270,Camelus dromedarius,Movie,153,2020-04-07,2025-06-25,1000903,4.8
1001271,Hymenolaimus malacorhynchus,Concert,159,2020-12-18,2024-08-14,1002208,2.1
1001272,Pteronura brasiliensis,Movie,272,2022-12-27,2025-09-06,1004329,1.5
1001273,Phalacrocorax albiventer,Movie,162,2022-07-20,2024-10-26,1001649,3.8
1001274,Eubalaena australis,Play,124,2017-10-20,2023-12-30,1000023,4.7
1001275,Speotyte cuniculata,Stand-up,86,2021-06-08,2023-12-21,1001791,3.7
1001276,Nannopterum harrisi,Play,295,2018-03-31,2024-12-18,1002525,3.8
1001277,Kobus leche robertsi,Play,79,2019-06-14,2025-09-28,1001710,3.0
1001278,Spermophilus tridecemlineatus,Play,289,2019-01-28,2024-12-22,1004940,4.3
1001279,Lamprotornis nitens,Play,283,2017-12-06,2023-10-24,1003917,4.6
1001280,Gabianus pacificus,Play,80,2022-07-18,2024-06-11,1002424,4.9
1001281,Drymarchon corias couperi,Movie,235,2023-09-13,2024-04-08,1002517,2.7
1001282,Caiman crocodilus,Movie,67,2022-12-16,2024-01-19,1002767,2.4
1001283,Corallus hortulanus cooki,Play,258,2019-07-11,2023-10-26,1001362,3.9
1001284,Felis concolor,Concert,169,2022-08-18,2024-10-18,1001702,2.8
1001285,Pelecanus occidentalis,Movie,243,2022-06-20,2025-01-05,1004724,2.5
1001286,Macropus rufus,Movie,217,2022-11-01,2023-10-06,1003502,2.2
1001287,Bassariscus astutus,Concert,82,2018-11-01,2024-10-10,1002262,2.5
1001288,Carduelis uropygialis,Concert,69,2023-01-26,2025-11-22,1002312,2.9
1001289,Geochelone elephantopus,Stand-up,103,2018-02-11,2024-11-24,1002267,1.3
1001290,Phaethon aethereus,Movie,242,2020-05-02,2025-09-05,1002679,4.3
1001291,Canis lupus baileyi,Concert,261,2019-08-18,2025-06-15,1003168,4.1
1001292,Bubalus arnee,Concert,275,2018-12-30,2023-08-24,1003220,1.5
1001293,Papio cynocephalus,Stand-up,157,2022-10-06,2023-06-19,1000637,3.6
1001294,Manouria emys,Stand-up,254,2018-04-11,2025-02-24,1002040,1.9
1001295,Cynictis penicillata,Concert,215,2021-10-07,2025-09-14,1001487,2.8
1001296,Colobus guerza,Play,90,2016-04-24,2024-08-12,1003961,2.0
1001297,Sus scrofa,Concert,234,2023-05-13,2025-08-09,1004625,4.8
1001298,Ardea golieth,Play,221,2017-01-14,2025-05-25,1004358,4.4
1001299,Lamprotornis sp.,Stand-up,58,2018-05-12,2023-10-21,1003208,4.5
1001300,Hippotragus niger,Concert,188,2019-05-06,2025-07-08,1003526,3.0
1001301,Ardea cinerea,Stand-up,104,2021-03-13,2023-07-02,1003674,2.8
1001302,Acrantophis madagascariensis,Stand-up,244,2018-09-17,2024-12-17,1003187,2.7
1001303,Manouria emys,Concert,182,2023-09-16,2024-03-27,1000502,4.4
1001304,Tamandua tetradactyla,Movie,114,2023-07-15,2024-03-12,1002299,1.3
1001305,Bugeranus caruncalatus,Stand-up,152,2017-06-13,2024-03-16,1000314,3.2
1001306,Acridotheres tristis,Play,96,2019-02-07,2025-06-18,1002440,1.1
1001307,Ovis ammon,Movie,50,2021-04-27,2024-02-16,1000955,1.7
1001308,Crocuta crocuta,Play,151,2019-04-29,2024-11-14,1000873,4.8
1001309,Manouria emys,Stand-up,84,2016-02-01,2024-02-28,1001287,4.6
1001310,Acridotheres tristis,Concert,208,2017-01-29,2025-11-18,1001410,1.1
1001311,Larus fuliginosus,Play,172,2017-02-11,2024-01-23,1003616,4.1
1001312,Vulpes cinereoargenteus,Play,75,2018-04-20,2025-08-29,1001712,2.0
1001313,Crotalus adamanteus,Play,187,2018-02-08,2023-08-06,1004172,2.2
1001314,Ciconia episcopus,Stand-up,290,2022-09-17,2025-02-13,1000190,1.2
1001315,Fratercula corniculata,Stand-up,82,2018-11-02,2025-02-10,1003843,4.4
1001316,Tachybaptus ruficollis,Concert,171,2023-06-17,2025-10-16,1003790,1.8
1001317,Pseudocheirus peregrinus,Concert,30,2022-03-11,2025-08-30,1000318,4.6
1001318,Vulpes vulpes,Stand-up,203,2022-09-08,2023-10-09,1000885,1.8
1001319,Tringa glareola,Movie,245,2022-06-15,2024-12-04,1001184,3.1
1001320,unavailable,Movie,183,2020-06-16,2024-06-18,1000445,2.7
1001321,Crotalus cerastes,Concert,148,2023-03-17,2025-03-04,1004404,3.4
1001322,Laniaurius atrococcineus,Play,239,2019-01-19,2024-07-28,1000348,4.9
1001323,Centrocercus urophasianus,Play,123,2019-05-28,2024-03-19,1002004,2.2
1001324,Phasianus colchicus,Concert,186,2019-04-04,2024-06-04,1002905,1.2
1001325,Oreotragus oreotragus,Play,219,2019-05-20,2024-08-07,1004446,3.5
1001326,Tamandua tetradactyla,Movie,194,2021-02-24,2024-04-02,1002851,4.5
1001327,Bucephala clangula,Stand-up,286,2018-05-19,2023-08-25,1004958,3.7
1001328,Orcinus orca,Concert,253,2019-03-30,2023-09-02,1004182,1.4
1001329,Caiman crocodilus,Concert,277,2020-07-09,2024-11-20,1000585,2.6
1001330,Bassariscus astutus,Stand-up,154,2022-03-07,2025-02-16,1004324,2.4
1001331,Martes americana,Stand-up,90,2020-01-13,2024-08-23,1001533,4.1
1001332,Felis libyca,Movie,299,2022-07-28,2025-03-30,1004292,2.5
1001333,Castor canadensis,Play,222,2018-06-26,2025-01-20,1000582,3.7
1001334,Marmota flaviventris,Stand-up,284,2017-06-23,2023-08-23,1002491,3.9
1001335,Vulpes cinereoargenteus,Play,50,2023-01-16,2025-03-08,1000274,4.6
1001336,Epicrates cenchria maurus,Concert,133,2016-09-28,2023-12-31,1000288,2.3
1001337,Alouatta seniculus,Concert,87,2018-09-04,2025-11-09,1002656,1.2
1001338,Pedetes capensis,Play,140,2020-07-18,2025-10-15,1002803,4.0
1001339,Dusicyon thous,Concert,120,2016-12-16,2024-01-09,1002059,2.4
1001340,Aegypius occipitalis,Play,181,2022-03-15,2025-05-07,1004335,1.3
1001341,Hystrix cristata,Movie,238,2022-04-12,2025-06-20,1000430,1.1
1001342,Gorilla gorilla,Concert,296,2019-07-29,2025-05-14,1002366,2.2
1001343,Felis chaus,Stand-up,117,2016-04-25,2025-07-26,1004468,5.0
1001344,Merops nubicus,Concert,40,2021-09-30,2024-11-08,1003721,3.8
1001345,Macropus rufogriseus,Stand-up,40,2020-01-09,2024-02-20,1002112,4.4
1001346,Morelia spilotes variegata,Stand-up,42,2023-03-05,2025-07-09,1003644,1.8
1001347,unavailable,Concert,213,2020-01-01,2025-03-06,1003572,4.5
1001348,Morelia spilotes variegata,Stand-up,266,2023-07-08,2024-05-24,1000205,2.3
1001349,Pseudocheirus peregrinus,Stand-up,173,2019-10-08,2025-09-28,1000528,2.0
1001350,Centrocercus urophasianus,Stand-up,254,2022-09-19,2024-07-08,1002570,1.5
1001351,Sciurus vulgaris,Movie,114,2023-05-09,2023-12-26,1001774,1.4
1001352,Sagittarius serpentarius,Stand-up,217,2017-04-06,2024-01-04,1001584,1.9
1001353,unavailable,Play,242,2018-06-28,2025-04-04,1002992,2.6
1001354,Uraeginthus granatina,Concert,299,2023-07-07,2024-10-12,1002141,1.2
1001355,Phalaropus fulicarius,Concert,203,2019-08-19,2024-07-10,1003317,3.5
1001356,Oryx gazella callotis,Concert,86,2020-09-06,2023-11-03,1002937,4.7
1001357,Gyps bengalensis,Play,54,2018-03-19,2025-06-10,1004068,2.6
1001358,Pseudocheirus peregrinus,Movie,74,2023-11-07,2024-12-04,1001385,1.4
1001359,Eurocephalus anguitimens,Concert,39,2022-10-04,2025-07-22,1000639,3.3
1001360,Sylvilagus floridanus,Stand-up,175,2016-11-12,2025-06-04,1000597,3.5
1001361,Uraeginthus bengalus,Play,46,2021-05-08,2024-03-23,1002313,2.5
1001362,Martes americana,Concert,73,2016-11-27,2023-08-31,1004957,4.2
1001363,Upupa epops,Movie,258,2021-01-05,2024-03-15,1000818,4.2
1001364,Tachybaptus ruficollis,Movie,123,2015-12-19,2023-10-18,1003121,1.3
1001365,Naja haje,Movie,247,2017-08-19,2024-08-03,1000791,3.7
1001366,Naja sp.,Play,270,2021-04-30,2024-02-25,1003186,3.1
1001367,Motacilla aguimp,Stand-up,231,2017-11-17,2024-04-03,1000631,4.7
1001368,Bucorvus leadbeateri,Stand-up,96,2020-06-09,2025-06-21,1004224,4.3
1001369,Diceros bicornis,Concert,270,2020-02-11,2024-12-13,1001512,1.3
1001370,Elephas maximus bengalensis,Play,182,2018-09-07,2024-09-14,1003801,2.5
1001371,Panthera leo,Stand-up,219,2018-05-16,2024-09-21,1004584,4.8
